Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Line,Incident Time,Incident Hour
1/17/2024,Weekday,A-58,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,13:13,13
1/17/2024,Weekday,A-102,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,20:47,20
1/17/2024,Weekday,A-103,14 St (132),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,21:18,21
1/17/2024,Weekday,A-83,Marble Hill - 225 St (106),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,7,1,16:49,16
1/17/2024,Weekday,A-32,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,17,1,07:56,7
1/17/2024,Weekday,A-36,96 St (120),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,1,1,10:12,10
1/17/2024,Weekday,A-66,137 St - City College (115),Internal,Subway Car,Other - CE,Division of Car Equipment,B/O P.A./BUZZER,12,1,14:16,14
1/17/2024,Weekday,A-38,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,07:30,7
1/17/2024,Weekday,A-39,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,09:48,9
1/17/2024,Weekday,A-40,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,09:24,9
1/17/2024,Weekday,A-54,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,11:27,11
1/17/2024,Weekday,A-5,72 St (123),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,16,1,00:03,0
1/17/2024,Weekday,A-57,E 180 St (213),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,1,2,10:16,10
1/18/2024,Weekday,A-82,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,21:32,21
1/18/2024,Weekday,A-23,137 St - City College (115),Crew Availability,,,OPS Training,NO C/R AVAILABLE,1,1,08:09,8
1/18/2024,Weekday,A-52,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,1,14:44,14
1/18/2024,Weekday,A-88,Times Square - 42 St (127),External,Sick/Injured Customer,,Public,SICK CUSTOMER,2,3,12:00,12
1/18/2024,Weekday,A-19,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,14,1,07:25,7
1/18/2024,Weekday,A-74,23 St (130),Internal,Other Internal,Service Delivery,OPS Training,GUARD LIGHT TROUBLE,15,1,19:06,19
1/18/2024,Weekday,A-83,Chambers St (137),Internal,Subway Car,Braking,Division of Car Equipment,SLOW RELEASING BRAKES,1,1,21:43,21
1/18/2024,Weekday,A-64,215 St (107),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,5,1,16:25,16
1/18/2024,Weekday,A-71, (),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,47,3,18:05,18
1/18/2024,Weekday,A-15,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,05:52,5
1/18/2024,Weekday,A-18,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:46,6
1/18/2024,Weekday,A-25,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,08:11,8
1/18/2024,Weekday,A-35,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,08:41,8
1/18/2024,Weekday,A-60,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,15:19,15
1/18/2024,Weekday,A-93,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,23:23,23
1/18/2024,Weekday,A-17,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,PERSON(S) HOLDING DOORS,1,1,04:05,4
1/18/2024,Weekday,A-37,125 St (116),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,09:56,9
1/18/2024,Weekday,A-6,Houston St (134),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,9,1,01:07,1
1/19/2024,Weekday,A-25,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,07:14,7
1/19/2024,Weekday,A-26,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,07:52,7
1/19/2024,Weekday,A-36,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,1,1,10:46,10
1/19/2024,Weekday,A-8,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,2,1,01:14,1
1/19/2024,Weekday,A-87,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,22:19,22
1/19/2024,Weekday,A-28,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,14,1,08:56,8
1/19/2024,Weekday,A-61,242 St - Van Cortlandt Park (101),External,Sick/Injured Customer,,Police,DECEASED EMPLOYEE/CUSTOMER,58,1,18:20,18
1/19/2024,Weekday,A-22,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,10,1,06:55,6
1/19/2024,Weekday,A-79,Chambers St (137),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,1,1,22:04,22
1/19/2024,Weekday,A-24,125 St (116),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,19,1,07:53,7
1/19/2024,Weekday,A-37,116 St - Columbia University (117),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,2,1,11:11,11
1/19/2024,Weekday,A-56,59 St - Columbus Circle (125),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,2,1,17:39,17
1/19/2024,Weekday,A-64,Rector St (139),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,1,1,17:04,17
1/19/2024,Weekday,A-7,215 St (107),Internal,Subway Car,Propulsion,Division of Car Equipment,NO MOTOR POWER,12,1,00:01,0
1/19/2024,Weekday,A-19,Chambers St (137),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,2,2,06:48,6
1/19/2024,Weekday,A-31,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,06:05,6
1/19/2024,Weekday,A-58,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,15:44,15
1/19/2024,Weekday,A-86,103 St (119),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,22:52,22
1/19/2024,Weekday,A-78,191 St (110),Planned ROW Work,,,Division of MOW Infrastructure,GENERAL ORDER OPERATION,2,1,22:45,22
1/19/2024,Weekday,A-16,191 St (110),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,01:17,1
1/19/2024,Weekday,A-38,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,9,1,09:34,9
1/22/2024,Weekday,A-16,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,03:05,3
1/22/2024,Weekday,A-98,50 St (126),External,"Public Conduct, Crime, Police Response",,Police,PERSON RIDING ON O/S OF TRAIN,2,1,22:54,22
1/22/2024,Weekday,A-94,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,20:54,20
1/22/2024,Weekday,A-39,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,9,1,07:52,7
1/22/2024,Weekday,A-71,191 St (110),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,34,1,15:14,15
1/22/2024,Weekday,A-70,New Lots Av (257),Internal,Signal Failures,Other - Sig,Weather,SWITCH TROUBLE,1,3,15:09,15
1/22/2024,Weekday,A-68,South Ferry (142),Internal,Stations & Structure,,Division of Station Environment,CLOSED/DARK STATION,3,1,14:55,14
1/22/2024,Weekday,A-50,Franklin St (136),Internal,Subway Car,Braking,Division of Car Equipment,POOR BRAKING TRAIN,4,1,07:32,7
1/22/2024,Weekday,A-27,215 St (107),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,1,1,07:25,7
1/22/2024,Weekday,A-80,116 St - Columbia University (117),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,5,1,17:40,17
1/22/2024,Weekday,A-74,191 St (110),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,13,1,16:04,16
1/22/2024,Weekday,A-100,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,22:20,22
1/22/2024,Weekday,A-52,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,09:18,9
1/22/2024,Weekday,A-53,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:32,6
1/22/2024,Weekday,A-85,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,17,1,17:48,17
1/22/2024,Weekday,A-2,103 St (119),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,6,1,00:54,0
1/22/2024,Weekday,A-103,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,1,23:51,23
1/22/2024,Weekday,A-60,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Public,DELAYED BY TRACK/WORK GANGS,2,1,10:29,10
1/23/2024,Weekday,A-52,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,5,1,13:07,13
1/23/2024,Weekday,A-63,57 St - 7 Av (R14),External,"Public Conduct, Crime, Police Response",,Police,STORM DOOR PROBLEMS,1,R,07:52,7
1/23/2024,Weekday,A-89,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),3,1,21:45,21
1/23/2024,Weekday,A-85,Rector St (139),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,20:44,20
1/23/2024,Weekday,A-22,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,18,1,08:18,8
1/23/2024,Weekday,A-86,50 St (126),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,1,1,20:29,20
1/23/2024,Weekday,A-90,168 St (112),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,1,1,21:32,21
1/23/2024,Weekday,A-67,240 St Yard (102),Internal,Subway Car,Door-Related,Division of Car Equipment,LOSS OF T/O INDICATION,2,1,16:55,16
1/23/2024,Weekday,A-60,145 St (114),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,DEBRIS ON ROADBED,2,1,15:42,15
1/23/2024,Weekday,A-43,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:25,6
1/23/2024,Weekday,A-44,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,08:37,8
1/23/2024,Weekday,A-45,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,09:50,9
1/23/2024,Weekday,A-63,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,11,1,15:42,15
1/23/2024,Weekday,A-88,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,8,1,20:43,20
1/23/2024,Weekday,A-95,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,10,1,22:48,22
1/23/2024,Weekday,A-47,225 St (206),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,1,10:13,10
1/23/2024,Weekday,A-6,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,1,00:03,0
1/24/2024,Weekday,A-30,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,12:00,12
1/24/2024,Weekday,A-50,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,14:07,14
1/24/2024,Weekday,A-26,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,4,1,08:47,8
1/24/2024,Weekday,A-17,Borough Hall (232),External,Sick/Injured Customer,,Police,*INJURED CUSTOMER(S),3,2,07:08,7
1/24/2024,Weekday,A-27,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,9,1,08:24,8
1/24/2024,Weekday,A-31,66 St - Lincoln Center (124),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE - TRAIN NOT MOVING,1,1,09:35,9
1/24/2024,Weekday,A-22,145 St (114),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,18,1,08:00,8
1/24/2024,Weekday,A-5,Times Square - 42 St (127),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,2,3,00:00,0
1/24/2024,Weekday,A-62,207 St (108),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,2,1,16:45,16
1/24/2024,Weekday,A-84,242 St - Van Cortlandt Park (101),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,1,1,20:46,20
1/24/2024,Weekday,A-68,South Ferry (142),Internal,Stations & Structure,,Division of Station Environment,CLOSED/DARK STATION,4,1,16:33,16
1/24/2024,Weekday,A-52,79 St (122),Internal,Subway Car,Door-Related,Division of Car Equipment,DRS FAIL TO O/C SECTION,12,1,15:19,15
1/24/2024,Weekday,A-32,231 St (104),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,12,1,10:23,10
1/24/2024,Weekday,A-86,Fulton St (229),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,PROTECTION BOARD BROKEN,8,2,19:37,19
1/24/2024,Weekday,A-25,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,06:35,6
1/24/2024,Weekday,A-36,137 St - City College (115),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,08:29,8
1/24/2024,Weekday,A-73,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,17:28,17
1/24/2024,Weekday,A-74,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,16:07,16
1/24/2024,Weekday,A-89,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,20:04,20
1/24/2024,Weekday,A-97,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,21:07,21
1/24/2024,Weekday,A-98,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,22:53,22
1/24/2024,Weekday,A-39,125 St (116),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,09:45,9
1/24/2024,Weekday,A-6,Christopher St - Sheridan Square (133),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,00:14,0
1/24/2024,Weekday,A-93,Chambers St (137),Planned ROW Work,,,Division of MOW Track,GENERAL ORDER OPERATION,7,1,22:10,22
1/25/2024,Weekday,A-27,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,08:57,8
1/25/2024,Weekday,A-33,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,1,12:00,12
1/25/2024,Weekday,A-74,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,4,1,17:37,17
1/25/2024,Weekday,A-75,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,2,1,19:05,19
1/25/2024,Weekday,A-73,14 St (132),External,Sick/Injured Customer,,Public,ASSISTANCE REFUSED/UNFOUNDED,3,1,18:06,18
1/25/2024,Weekday,A-12,168 St (112),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,2,1,04:40,4
1/25/2024,Weekday,A-26,242 St - Van Cortlandt Park (101),Internal,Subway Car,Other - CE,Division of Car Equipment,CAR SHORTAGE,5,1,07:25,7
1/25/2024,Weekday,A-80,103 St (119),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,36,1,19:58,19
1/25/2024,Weekday,A-11,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,03:31,3
1/25/2024,Weekday,A-28,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,06:50,6
1/25/2024,Weekday,A-29,59 St - Columbus Circle (125),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,09:15,9
1/25/2024,Weekday,A-50,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,14:44,14
1/25/2024,Weekday,A-95,145 St (114),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,22:47,22
1/25/2024,Weekday,A-10,145 St (114),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:26,0
1/25/2024,Weekday,A-34,207 St (108),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,10:17,10
1/26/2024,Weekday,A-32,South Ferry (142),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,08:45,8
1/26/2024,Weekday,A-21,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:09,8
1/26/2024,Weekday,A-33,116 St - Columbia University (117),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,11:16,11
1/26/2024,Weekday,A-30,231 St (104),External,Sick/Injured Customer,,Police,*INJURED CUSTOMER(S),10,1,10:33,10
1/26/2024,Weekday,A-77,181 St (111),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,1,20:18,20
1/26/2024,Weekday,A-20,Franklin Av (239),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,24,2,07:22,7
1/26/2024,Weekday,A-88,238 St (103),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,2,1,21:36,21
1/26/2024,Weekday,A-24,South Ferry (142),Internal,Stations & Structure,,Division of Station Environment,CLOSED/DARK STATION,1,1,09:33,9
1/26/2024,Weekday,A-39,Christopher St - Sheridan Square (133),Internal,Subway Car,Door-Related,Division of Car Equipment,DRS FAIL TO O/C SECTION,4,1,12:22,12
1/26/2024,Weekday,A-74,14 St (132),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,8,1,19:49,19
1/26/2024,Weekday,A-76,96 St (120),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,11,1,20:09,20
1/26/2024,Weekday,A-27,242 St - Van Cortlandt Park (101),Internal,Subway Car,Other - CE,Division of Car Equipment,CAR SHORTAGE,7,1,08:50,8
1/26/2024,Weekday,A-36,Times Square - 42 St (127),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,1,1,12:08,12
1/26/2024,Weekday,A-28,59 St - Columbus Circle (125),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:41,6
1/26/2024,Weekday,A-54,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,15:48,15
1/26/2024,Weekday,A-63,168 St (112),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,17:06,17
1/26/2024,Weekday,A-83,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,19:04,19
1/26/2024,Weekday,A-90,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,11,1,21:09,21
1/26/2024,Weekday,A-7,Chambers St (137),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,8,1,00:02,0
1/29/2024,Weekday,A-30,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,6,1,06:46,6
1/29/2024,Weekday,A-65,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,14:59,14
1/29/2024,Weekday,A-63,3 Av - 149 St (221),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/DECEASED,1,2,15:58,15
1/29/2024,Weekday,A-61,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,DRS FAIL TO O/C CAR,1,1,15:06,15
