Date,Sent To,Ticket ,RTO #,District,Line,Facility,Location,Type,Request,Entered by,Current Status,Completed Date,Comments,,
1/17/2025,HVAC,12890379,HV25002,3,D,Coney Island Yard,TSS Office,repair,baseboard heaters not working,AG,completed,1/18/2025,,,
1/17/2025,Iron,N/A,IW25002,2,3,148 Street Lenox Yard,Track 12,repair,loose handrail,AG,completed,1/18/2025,,,
1/17/2025,MOW,960293,M25023,1,1,240 Street Yard,Tower,repair,loose door handle,AG,completed,2/27/2025,,,
1/17/2025,MOW,N/A,M25024,3,D,Coney Island Yard,TSS Office,repair,b/o baseboard heater,AG,referred to HVAC,1/18/2025,,,
1/17/2025,MOW,983321,M25025,5,E,Jamaica Yard  ,Women Restroom,repair,b/o baseboard heater,AG,completed,2/14/2025,HEATER TO BE REPLACED,,
1/17/2025,Station Env,12886664,SE250088,5,7,34 Street Hudson Yards,Cleaner Room,repair,leaking hot water tank,AG,completed,1/20/2025,,,
1/17/2025,Station Env,12886664,SE250089,5,7,34 Street Hudson Yards,Restrooms,repair,no hot water,AG,completed,1/20/2025,,,
1/17/2025,Station Env,957177/12847878,SE250090,4,C,Euclid Avenue ,Women Locker Room,repair,leaking water,AG,completed,1/17/2025,,,
1/17/2025,Station Env,957177/12847878,SE250091,4,C,Euclid Avenue ,Men Locker Room,repair,leaking water,AG,completed,1/20/2025,,,
1/17/2025,Station Env,12889743/958385 ,SE250092,3,N,Ditmars Boulevard,Men's Restroom,repair,broken towel dispenser,SP,completed,2/21/2025,completed as per Supt. Bible,,
1/17/2025,Station Env,12890452/958414,SE250093,3,Q,Stillwell Avenue,Women Restroom(Upper Mezz) ,repair,clogged sink,AG,completed,1/18/2025,,,
1/20/2025,Market Place,6030593805,140292,4,A,Howard Beach,Office Trailer,Grainger,stackable chairs & table,JR,completed,1/24/2025,,,
1/20/2025,Market Place,6030593798,140293,3,B,145 Street,Dispatcher Office,Stapels,office supplies,JR,completed,1/24/2025,,,
1/20/2025,Station Env,13017451,SE250094,2,6,Pelham Bay Park,Crew Room,repair,b/o push bar handle,AG,completed,1/20/2025,,,
1/20/2025,Station Env,13026318,SE250095,3,Q,Stillwell Avenue,Dispatcher Office,repair,window not operating as designed,AG,completed,2/10/2025,window insulated,,
1/20/2025,Station Env,N/A,SE250096,1,5,Dyre Avenue,Men Restroom,repair,leaking urinal,AG,completed,1/22/2025,,,
1/20/2025,Station Env,959423,SE250097,3,D,205 Street,Crew Facility,install,request to install keypad lock,AG,completed,1/20/2025,,,
1/20/2025,Station Env,959416/13019809,SE250098,3,D,205 Street,Unisex Restroom,repair,ventilation fan installation(foul odor),AG,completed,1/30/2025,"fout odor addressed, wating  for exhaust fan install",,
1/21/2025,MOW,960325,M25026,4,A,Pitkin Yard,Women Lockeroom,replace,b/o lightbulb,AG,completed,1/23/2025,,,
1/21/2025,Station Env,960081,SE250099,4,L,Canarsie Rockaway Parkway,Women Restroom,replace,b/o hand towel dispenser,AG,completed,1/21/2025,,,
1/21/2025,Station Env,13027633,SE250100,4,J,Broadway Junction,Dispatcher Office,repair,no running water,AG,completed,1/21/2025,,,
1/22/2025,EMD,13055858,EMD25001,5,7,Main Street,Dispatcher Office,repair,phone line not working,AG,completed,1/23/2025,,,
1/22/2025,F & S,N/A,F & S,2,4,Utica Avenue,Crew Room,repair,missing door plate,AG,completed,1/22/2025,Manacho fixed the lock,,
1/22/2025,F & S,N/A,F & S,4,A,Howard Beach JFK Airport,Trailers,clean,clean and prepare trailers for G.O.,JC,completed,1/22/2025,,,
1/22/2025,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew office,delivery,water cooler,JC,completed,1/22/2025,,,
1/22/2025,Market Place,6030593811,140403,4,A,Howard Beach Trailer,Dispatcher's Office/Crew Room,Grainger,2 microwaves,JR,completed,1/22/2025,1046849,,
1/22/2025,MOW,961095,M25027,4,J,East New York Yard,Switchman Shack ,repair,b/o electrical outlet & no heat,AG,completed,1/22/2025,,,
1/22/2025,MOW,967180/ 13742763/ 13742776,M25028,5,E,Jamaica Yard,Tower,winterize,winterize windows,AG,completed,11/20/2025,to be completed on 11/20/25,,
1/22/2025,Station Env,N/A,SE250101,Sub C,Sub C,Prospect Park Flagging Quarters,Men Restroom,repair ,leaking toilet bowl,AG,completed,1/24/2025,,,
1/22/2025,Station Env,13160094,SE250102,4,A,Howard Beach JFK Airport,RTO Signals Tower/Superintendent Office,repair,door check broken,AG,completed,1/29/2025,,,
1/22/2025,Station Env,N/A,SE250103,5,E,Parsons Archer,Women Restroom,repair,door closer needs adjustment,AG,completed,1/22/2025,,,
1/22/2025,Station Env,961223,SE250104,3,R,Forest Hills 71 Street Continental,Crew Facility,repair,b/o kitchen cabinet doors,AG,completed,3/25/2025,,,
1/23/2025,F & S,N/A,F & S,4,A,Howard Beach JFK Airport,Trailers,delivery,delivery chairs and cleaning ,JC,completed,1/23/2025,,,
1/23/2025,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew office,install,removal and install of new water cooler,JC,completed,1/23/2025,,,
1/23/2025,F & S,N/A,F & S,,,Janovic Paint,55 Thompson Street,pick up,picked up paint for Roseanne Cummings,JC,completed,1/23/2025,,,
1/23/2025,MOW,13061278,M25029,1,5,Unionport Yard,Women Restroom,repair,b/o restroom stall,AG,completed,1/23/2025,,,
1/23/2025,MOW,962971,M25030,4,A,Liberty Junction Tower ,Tower Restroom,repair,water leak,AG,completed,2/21/2025,,,
1/23/2025,MOW,962951,M25031,4,A,207 Street Yard,Superintendent office,replace,b/o light bulb/dim bulbs,AG,compleed,2/27/2025,,,
1/23/2025,MOW,962754,M25032,4,A,Pitkin Yard,Tower,replace,rubber mat,AG,referred to signal dept,,,,
1/23/2025,Service Now,REQ1112722/13145313 ,N/A,4,A,Howard Beach JFK Airport,Dispatcher and Trailers,install,2 phone lines,AG,completed,2/14/2025,,,
1/23/2025,Station Env,N/A,SE250105,4,A,Far Rockaway,Dispatcher Restroom,repair,b/o lightbulb,AG,completed,1/23/2025,,,
1/23/2025,Station Env,13064127,SE250106,4,A,Far Rockaway,Parking Lot,repair,broken pipe and leak ,AG,completed,2/11/2025,,,
1/23/2025,Station Env,N/A,SE250107,3,R,Roosevelt Avenue ,Superintendent office,remediate,black mold on the wall,AG,completed,2/4/2025,,,
1/23/2025,Station Env,13065083,SE250108,3,R,Jay Street MetroTech,Island Platform,repair,ceiling leaks,AG,completed,6/12/2025,,,
1/23/2025,Station Env,N/A,SE250109,3,N,Ditmars Boulevard,Crew Facility,replace,6 b/o fluorescent lights,AG,completed,1/23/2025,,,
1/24/2025,Bergen Shop ,N/A,B25011,4,L,Canarsie Rockaway Parkway,GS Ahmed Shazad ,fabricate ,retirement plaque for mcmanamon ,SP,completed,3/13/2025,Picked up by Trevor,,
1/24/2025,Bergen Shop ,N/A,B25012,3,D,Dekalb Avenue ,AP Ranique Spadey,fabricate ,retirement plaque for phylis lawrence ,SP,completed,3/13/2025,p/u by Mr. Fanning,,
1/24/2025,Bergen Shop ,N/A,B25013,3,D,38 Street Yard ,AP Jose Martinez ,fabricate ,sign for work trains sub c ,SP,completed ,4/15/2025,p/u by martinez ,,
1/24/2025,F & S,N/A,F & S,4,A,Howard Beach JFK Airport,Trailers,maintain,clean and organize trailers preparing for G.O.,JC,completed,1/24/2025,,,
1/24/2025,F & S,N/A,F & S,4,L,Canarsie Rockaway Parkway,CRC ,clean ,vents needed cleaning ,SP,completed by Trevor Jackman ,1/24/2025,,,
1/24/2025,F & S,N/A,F & S,4,J,Broad Street,Dispatcher Office,repair,b/o combo lock,AG,completed,1/24/2025,,,
1/24/2025,F & S,N/A,F & S,1,2,241 Street,Dispatcher Office,repair,b/o combo lock,AG,completed by Bobby,1/24/2025,,,
1/24/2025,MOW,963018,M25033,1,2,239 Street Yard,Tower,repair,b/o light fixture,AG,completed,1/26/2025,,,
1/24/2025,MOW,968566,M25034,1,2,239 Street Yard,Tower,repair,"b/o on-demand water heater , hot water ",AG,completed,1/30/2025,,,
1/24/2025,Service Now,REQ1113879/13145313 ,N/A,4,A,Howard Beach Trailer,Dispatcher's Office/Crew Room,install,phone line extension,AG,completed,2/14/2025,,,
1/24/2025,Station Env,962900/13071602,SE250110,1,2,241 Street,Platform - S/E,repair,broken cement,AG,completed,1/24/2025,,,
1/24/2025,Station Env,963042,SE250111,2,3,148 Street,Crew Facility,repair,combo lock not working as designed ,AG,completed,1/24/2025,,,
1/24/2025,Station Env,963130,SE250112,3,N,Stillwell Avenue,Dispacther Office,repair, 2 b/o lights & defective emergency light,AG,completed,2/10/2025,,,
1/24/2025,Station Env,963646/13115385,SE250113,3,W,Whitehall Street ,Scrunb Room ,repair ,pipe may be frozen/water may be turned off needs assessment  ,SP,completed,1/25/2025,,,
1/24/2025,Station Env,963146,SE250114,3,N,Stillwell Avenue,Dispatcher Office,replace,missing dimmer button/knob,AG,completed ,3/6/2025,,,
1/24/2025,Station Env,963140,SE250115,4,C,168 Street,Dispatcher Office,repair,tripped circuit breaker,AG,completed,1/24/2025,,,
1/24/2025,Station Env,963148,SE250116,3,N,Ditmars Boulevard,Platform,repair,station light pole w burnt out bulbs,AG,completed,4/2/2025,,,
1/24/2025,Station Env,N/A,SE250117,3,Q,Dekalb Avenue,Men Restroom,repair/install,restroom upgrades/remodeling,AG,ret to GIF APP,3/5/2025,,,
1/24/2025,Station Env,963149/ 13086633,SE250118,4,C,Rockaway Park Beach 116 Street,Men Restroom,repair,b/o clogged urinal,AG,completed,1/25/2025,,,
1/24/2025,Station Env,963176,SE250119,2,4,Utica Avenue,Storage room,install,hasp lock with a padlock,AG,completed,2/20/2025,,,
1/27/2025,EMD,13147128,EMD25002,1,2,241 Street,Dispatcher Office,repair,phone headset not working,AG,completed,1/28/2025,,,
1/27/2025,Market Place,6030593872,140583,F&S,F&S,130 Livingston Street ,DailyTimekeeping/Facilities & Safety ,material,calanders for timekeeping/air filters for Dorca ,SP,completed,2/24/2025,,,
1/27/2025,MOW,965739,M25035,2,4,Mosholu Yard,Tower,repair,b/o ejector pump,AG,completed,2/27/2025,,,
1/27/2025,Station Env,964688,SE250120,3,Q,96 Street 2 Avenue ,Dispatcher Office Restroom,repair,leaking flushometer/water seeping from floor tiles,AG,completed,1/27/2025,,,
1/28/2025,EMD,13154357,EMD25003,5,7,Main Street,Dispatcher Office,repair,phone line not working,AG,completed,1/31/2025,,,
1/28/2025,JCB,N/A,JCB001,3,D,Concourse Yard,Btwn Yard lead C5 & C6 toward the Barn Shop ,repair ,new lock and key is needed ,SP,completed by Vega,1/28/2025,,,
1/28/2025,MOW,973659,M25036,4,A,207 Street Yard,Tower A - 3rd floor,install,install door lock,JC,completed,2/6/2025,,,
1/28/2025,MOW,965945,M25037,1,2,239 Street Yard,Crew room & Restroom (ground level),replace,light bulbs out,JC,completed,2/27/2025,,,
1/28/2025,MOW,965959/ 1325676,M25038,1,2,239 Street Yard,Unisex Restroom (upper level),replace,broken floor tiles,JC,completed,2/3/2025,,,
1/28/2025,MOW,965960,M25039,1,2,239 Street Yard,Unisex Restroom (upper level),replace,broken hand towel dispenser,JC,completed,2/27/2025,,,
1/28/2025,MOW,966797,M25040,1,2,239 Street Yard,Crew room,repair,kitchen sink leaking,JC,completed,1/29/2025,,,
1/28/2025,MOW,966799/ 13256537,M25041,1,2,239 Street Yard,Crew room - Kitchen,replace,broken floor tiles in front of sink,JC,completed,2/3/2025,,,
1/28/2025,MOW,966798/ 13256591,M25042,1,2,239 Street Yard,Tower,replace,broken floor tiles at entrance,JC,completed,2/3/2025,,,
1/28/2025,MOW,966807,M25043,1,2,239 Street Yard,Tower,install,"winterize windows, cold drafts coming in",JC,completed,2/27/2025,,,
1/28/2025,OCC,N/A,OCC25003,2,6,Westchester Yard,Tracks 56-62,clean,garbage along tracks,JC,completed,2/15/2025,,,
1/28/2025,Station Env,N/A,SE250121,4,1,207 Street,Dispacther Office,install,cylinder lock,AG,completed,1/29/2025,new lock installed,,
1/28/2025,Station Env,13153925,SE250122,5,G,Court Square ,Women Locker Room,repair,clogged sink,AG,completed,1/28/2025,,,
1/28/2025,Station Env,N/A,SE250123,3,Q,Stillwell Avenue,Dispatcher office - Tracks 3 & 4,repair ,lights are out in the foyer area,SP,completed,1/28/2025,,,
1/28/2025,Station Env,13155379,SE250124,4,C,Rockaway Park Beach 116 Street,Dispacther office,repair,door not closing fully,AG,completed,1/28/2025,,,
1/28/2025,Station Env,13155887,SE250125,2,4,Utica Avenue,Men restroom,repair,overflowing urinal,AG,completed,1/28/2025,,,
1/28/2025,Station Env,966343,SE250126,4,L,Canarsie Rockaway Parkway,Crew room & Dispatcher office,replace,broken floor tiles,AG,completed,2/19/2025,,,
1/28/2025,Station Env,966341,SE250127,4,A,Broadway Junction,Tower,replace,light bulbs out,JC,cancelled,2/18/2025,,,
1/28/2025,Station Env,13666817,SE250128,4,A,Broadway Junction,Tower restroom,repair,exhaust fan,JC,completed,7/19/2025,,,
1/28/2025,Station Env,13153136,SE250129,3,Q,Stillwell Avenue,Crew facility,repair,no hot water,JC,completed,1/28/2025,,,
1/29/2025,Exterminator,N/A,E25001,4,M,Metropolitan Avenue,Entire Facility,exterminate,mice infestation,JC,completed,,,,
1/29/2025,Exterminator,N/A,E25002,1,2,239 Street Yard,Crew room & Dispatcher Office,exterminate,"mice, flies, and insect infestation",AG,completed,,,,
1/29/2025,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew assignment section,repairs,,JC,completed,1/29/2025,,,
1/29/2025,F & S,N/A,F & S,,,PC Richards,23 Street,pick up,fridge for 130 Livingston ,JC,completed,1/29/2025,,,
1/29/2025,F & S,N/A,F & S,Sub C,Sub C,Jackson Avenue Flagging Quarters,Men restroom,repair,"unsecured toilet drain stall #3, TWU request",JC,completed by Stations dept,1/29/2025,,,
1/29/2025,Market Place,6030594795,140754,F&S,F&S,130 Livingston Street,Office,Fastenal,towel dispensers & disposable gloves,JC,completed,2/5/2025,,,
1/29/2025,Market Place,6030594797,140754,F&S,F&S,130 Livingston Street,office,Staples,wrist guards,JC,completed,2/5/2025,,,
1/29/2025,MOW,968761,M25044,2,6,Westchester Yard,Tower,repair,inoperable door handles,AG,completed,1/30/2025,,,
1/29/2025,Quench/WC,N/A,Q25002,1,2,239 Street Yard,Tower,repair,Q0084115 need servicing as per TWU,JC,completed,,,,
1/29/2025,Station Env,966864,SE250130,3,Q,96 Street 2 Avenue,Dispatcher Office Restroom,repair,clogged sink & leaking toilet valve ,AG,completed,1/29/2025,,,
1/29/2025,Station Env,13160932,SE250131,1,5,Dyre Avenue,Men Restroom,repair,two urinal/one toilet leaking flushometerS,AG,completed,1/29/2025,,,
1/29/2025,Station Env,13168170,SE250132,4,L,8 Avenue,Dispatcher Office,repair,door slamming with force,AG,completed,2/5/2025,,,
1/29/2025,Station Env,973120,SE250133,1,2,42 Street Times Square,Tower,replace,file cabinet lock replacement,AG,completed,2/7/2025,,,
1/30/2025,F & S,N/A,F & S,2,3,Livonia Yard,Parking lot gate,repair,broken gate lock handle,AG,completed,1/30/2025,,,
1/30/2025,F & S,N/A,F & S,3,Q,Stillwell Avenue,Conference room,repair,replaced microwave cabinet,JC,completed,1/30/2025,,,
1/30/2025,F & S,N/A,F & S,3,Q,Stillwell Avenue,Conference room,install,installed microwave,JC,completed,1/30/2025,,,
1/30/2025,F & S,N/A,F & S,3,Q,Stillwell Avenue,Crew room,install,TV bracket,JC,completed,1/30/2025,,,
1/30/2025,F & S,N/A,F & S,3,Q,Stillwell Avenue,Crew room,install,installed TV,JC,completed,1/30/2025,,,
1/30/2025,F & S,N/A,F & S,Sub C,Sub C,125 Street Flagging Quarters,Crew facility,repair,entry door lock not working,JC,completed by Facilities dept,1/30/2025,as per TD,,
1/30/2025,Market Place,603594894/603594901,140776,F&S,F&S,130 Livingston Street,GS Office,Grainger/Fastenal,"aqua pure, faciel tissue/gloves/lens cleaner",JR,completed,2/5/2025,,,
1/30/2025,Market Place,6030595482,140827,Medical,Unit,130 Livingston Street 6th floor,Medical Unit- Robert Santiago,Staples,carpet mat,JR,completed ,2/5/2025,,,
1/30/2025,Quench/WC,N/A,Q25003,1,5,East 180 Street,Crew room,repair,Q0095918 dispensing water very slowly,JC,completed,,,,
1/30/2025,Station Env,968240,SE250134,4,A,207 Street,Dispatcher Office,repair,new installed combo lock not working,JC,completed,2/4/2025,,,
1/30/2025,Station Env,968020/13167831,SE250135,2,6,Pelham Bay Park,Crew Room,repair,broken push bar & door check,AG,completed,1/30/2025,,,
1/30/2025,Station Env,N/A,SE250136,1,2,Flatbush Avenue,Crew room - 5 line Track 2,repair,interior door handle is loose and misaligned,AG,completed,1/30/2025,,,
1/30/2025,Station Env,968327,SE250137,5,E,World Trade Center,Men Restroom,repair,keypad lock not working as designed,JC,completed ,1/30/2025,,,
1/30/2025,Station Env,968414/1316885,SE250138,2,6,Parkchester,Dispatcher Office,repair,door plate is missing screws ,AG,completed,1/30/2025,,,
1/30/2025,Station Env,N/A,SE250139,5,E,World Trade Center,Dispatcher Office,install,keypad or buzzer install,JC,closed,5/26/2025,,,
1/30/2025,Station Env,13171496,SE250140,3,Q,96 Street 2 Avenue,Dispacther Office Restroom,repair,leaking toilet valve,AG,completed,1/30/2025,,,
1/30/2025,Station Env,N/A,SE250141,5,E,World Trade Center,Men Restroom,install,wall heater,JC,completed as per Supt Rivera,3/31/2025,,,
1/31/2025,MOW,970600,M25045,2,4,Mosholu Yard,Tower,repair,no hot water,AG,completed,2/3/2025,,,
1/31/2025,MOW,970682,M25046,2,3,Livonia Yard,Hallway - 1st floor,replace,light bulb out,AG,completed,2/8/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
1/31/2025,Procurement,N/A,F & S,,,130 Livingston Street,Various,procurement,various,JR,completed,1/31/2025,,,
